plnt_folio,plnt_nom,tra_oper,tra_kwh,tra_peso,cau_trat,tra_reut,tr_po_pl,tra_cost,raz_op_t,tra_pindo2,gasto_tra_pindo2,tra_pindo1,gasto_tra_pindo1,tra_rareo2,gasto_tra_rareo2,tra_rareo1,gasto_tra_rareo1,tra_ragro2,gasto_tra_ragro2,tra_ragro1,gasto_tra_ragro1,tra_inceo2,gasto_tra_inceo2,tra_inceo1,gasto_tra_inceo1,tra_rotro2,gasto_tra_rotro2,tra_rotro1,gasto_tra_rotro1,tra_intero2,gasto_tra_intero2,tra_intero1,gasto_tra_intero1,tra_oper_a,tra_reut_a,tr_po_pl_a,raz_op_t_a,X,POBTOT,P_60YMAS,pob_urb,categoria_poblacion,Estado,Municipio,id_estado,id_municipio,clasif,idh,gdh,tmi,ipca,isal,ieduc,iing
18005,PLANTA DE TRATAMIENTO DE LAS TORTUGAS,1,NA,NA,NA,3,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna aireada,No Aplica,943,12230,1270,3666,Semiurbanos,Nayarit,Huajicori,18,5,1510,0.626,MEDIO,31,1091.9,0.751,0.519,0.628
18006,PLANTA DE TRATAMIENTO IXTLAN 2,1,NA,NA,NA,3,22,175198,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,RAFA/ UASB,No Aplica,944,29299,4098,25477,Semiurbanos,Nayarit,Ixtlan del Rio,18,6,331,0.737,ALTO,15,2347.5,0.887,0.607,0.744
18006,MEXPAN,1,NA,NA,NA,3,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,RAFA/ UASB,No Aplica,944,29299,4098,25477,Semiurbanos,Nayarit,Ixtlan del Rio,18,6,331,0.737,ALTO,15,2347.5,0.887,0.607,0.744
18006,PLANTA DE TRATAMIENTO DE CACALUTAN,1,NA,NA,NA,3,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,RAFA/ UASB,No Aplica,944,29299,4098,25477,Semiurbanos,Nayarit,Ixtlan del Rio,18,6,331,0.737,ALTO,15,2347.5,0.887,0.607,0.744
18007,PLANTA DE TRATAMIENTO DE JALA,1,NA,NA,19,3,13,25000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna aireada,No Aplica,945,19321,2508,13360,Semiurbanos,Nayarit,Jala,18,7,738,0.69,MEDIO,23.9,1648,0.811,0.587,0.69
18008,PANTANAL,2,NA,NA,NA,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,No recibe agua para tratar,946,65229,6602,54389,Urbanos,Nayarit,Xalisco,18,8,124,0.774,ALTO,11.4,3074.5,0.918,0.645,0.785
18008,PANTANAL,1,98530,41666,NA,3,15,1549285.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Discos biologicos rotatorios,No Aplica,946,65229,6602,54389,Urbanos,Nayarit,Xalisco,18,8,124,0.774,ALTO,11.4,3074.5,0.918,0.645,0.785
18009,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES JESUS MARIA,2,NA,NA,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,En obra por mejora/ampliacion,947,47550,3077,6671,Semiurbanos,Nayarit,Del Nayar,18,9,2419,0.498,BAJO,49.3,605.5,0.596,0.385,0.539
18010,PLANTA DE TRATAMIENTO SAN VICENTE,1,NA,NA,NA,3,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna aireada,No Aplica,948,33567,5537,8476,Semiurbanos,Nayarit,Rosamorada,18,10,842,0.681,MEDIO,21.2,1356.1,0.834,0.573,0.661
18010,PLANTA DE TRATAMIENTO DE ROSAMORADA,1,NA,NA,9,3,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna aireada,No Aplica,948,33567,5537,8476,Semiurbanos,Nayarit,Rosamorada,18,10,842,0.681,MEDIO,21.2,1356.1,0.834,0.573,0.661
18010,PLANTA DE TRATAMIENTO DE COLONIAS 18 DE MARZO,1,NA,NA,NA,3,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna aireada,No Aplica,948,33567,5537,8476,Semiurbanos,Nayarit,Rosamorada,18,10,842,0.681,MEDIO,21.2,1356.1,0.834,0.573,0.661
18011,PLANTA DE TRATAMIENTO DE RUIZ,1,NA,NA,NA,3,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Sedimentacion primaria,No Aplica,949,24096,3227,14678,Semiurbanos,Nayarit,Ruiz,18,11,926,0.673,MEDIO,23.9,1896.8,0.811,0.528,0.712
18012,PLANTA DE TRATAMIENTO SAN BLAS,1,NA,NA,NA,3,12,40000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,950,41518,6548,21227,Semiurbanos,Nayarit,San Blas,18,12,678,0.697,MEDIO,18.4,2081,0.858,0.543,0.726
18013,PLANTA DE TRATAMIENTO DEL CONDE,1,NA,NA,NA,3,29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Desinfeccion con Cloro,No Aplica,951,7683,1504,4007,Semiurbanos,Nayarit,San Pedro Lagunillas,18,13,462,0.72,ALTO,16.8,2115.1,0.871,0.589,0.728
18013,PLANTA DE TRATAMIENTO EL CAIMANERO,1,NA,NA,NA,3,29,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Desinfeccion con Cloro,No Aplica,951,7683,1504,4007,Semiurbanos,Nayarit,San Pedro Lagunillas,18,13,462,0.72,ALTO,16.8,2115.1,0.871,0.589,0.728
18014,PLANTA DE TRATAMIENTO DE SAN LEONEL,1,NA,NA,NA,3,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna aireada,No Aplica,952,24911,3549,8484,Semiurbanos,Nayarit,Santa Maria del Oro,18,14,857,0.68,MEDIO,24.2,2164.8,0.809,0.53,0.732
18014,PLANTA DE TRATAMIENTO SANTA MARIA DEL ORO,1,4400,28600,14,3,15,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Discos biologicos rotatorios,No Aplica,952,24911,3549,8484,Semiurbanos,Nayarit,Santa Maria del Oro,18,14,857,0.68,MEDIO,24.2,2164.8,0.809,0.53,0.732
18014,PLANTA DE TRATAMIENTO DE SAN JOSE DE MOJARRAS,1,NA,NA,NA,3,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna aireada,No Aplica,952,24911,3549,8484,Semiurbanos,Nayarit,Santa Maria del Oro,18,14,857,0.68,MEDIO,24.2,2164.8,0.809,0.53,0.732
18014,PLANTA DE TRATAMIENTO DE LA LABOR,1,NA,NA,NA,3,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna aireada,No Aplica,952,24911,3549,8484,Semiurbanos,Nayarit,Santa Maria del Oro,18,14,857,0.68,MEDIO,24.2,2164.8,0.809,0.53,0.732
18014,LA LAGUNA,1,7000,38300,8,3,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,952,24911,3549,8484,Semiurbanos,Nayarit,Santa Maria del Oro,18,14,857,0.68,MEDIO,24.2,2164.8,0.809,0.53,0.732
18015,MEXCALTITAN,1,NA,NA,2,1,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza el 100%,Laguna aireada,No Aplica,953,93981,15684,42837,Urbanos,Nayarit,Santiago Ixcuintla,18,15,573,0.708,ALTO,14.6,2080.3,0.89,0.549,0.726
18015,PLANTA DE TRATAMIENTO YAGO,1,NA,NA,9,3,2,355406.99,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Sedimentacion primaria,No Aplica,953,93981,15684,42837,Urbanos,Nayarit,Santiago Ixcuintla,18,15,573,0.708,ALTO,14.6,2080.3,0.89,0.549,0.726
18015,PLANTA DE TRATAMIENTO VILLA HIDALGO,1,NA,NA,43,3,2,120096.77,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Sedimentacion primaria,No Aplica,953,93981,15684,42837,Urbanos,Nayarit,Santiago Ixcuintla,18,15,573,0.708,ALTO,14.6,2080.3,0.89,0.549,0.726
18015,PLANTA DE TRATAMIENTO SANTIAGO IXCUINTLA,1,NA,NA,40,3,2,2162661.29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Sedimentacion primaria,No Aplica,953,93981,15684,42837,Urbanos,Nayarit,Santiago Ixcuintla,18,15,573,0.708,ALTO,14.6,2080.3,0.89,0.549,0.726
18016,MILPAS VIEJAS,2,NA,NA,NA,0,0,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,En obra por mejora/ampliacion,954,37135,7384,21250,Semiurbanos,Nayarit,Tecuala,18,16,526,0.713,ALTO,18.2,1931,0.86,0.59,0.714
18016,PLANTA DE TRATAMIENTO SALIDA A LAS ALBERCAS MORELIA,2,NA,NA,NA,0,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,Robo de maquinaria/equipo,954,37135,7384,21250,Semiurbanos,Nayarit,Tecuala,18,16,526,0.713,ALTO,18.2,1931,0.86,0.59,0.714
18017,PLANTA DE TRATAMIENTO CIUDAD SATELITE,2,NA,NA,NA,0,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,Robo de maquinaria/equipo,955,425924,53569,389418,Metropolitanos,Nayarit,Tepic,18,17,37,0.81,MUY ALTO,10.6,3898.6,0.925,0.701,0.821
18017,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EL PUNTO,1,11377,83378.4,250,3,14,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Filtro percolador,No Aplica,955,425924,53569,389418,Metropolitanos,Nayarit,Tepic,18,17,37,0.81,MUY ALTO,10.6,3898.6,0.925,0.701,0.821
18017,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES ZONA ORIENTE (CIUDAD DE LA SALUD),2,NA,NA,NA,0,0,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,Falta de mantenimiento,955,425924,53569,389418,Metropolitanos,Nayarit,Tepic,18,17,37,0.81,MUY ALTO,10.6,3898.6,0.925,0.701,0.821
18017,PLANTA DE TRATAMIENTO EL TRAPICHILLO,2,NA,NA,NA,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,Problemas de entrega recepcion,955,425924,53569,389418,Metropolitanos,Nayarit,Tepic,18,17,37,0.81,MUY ALTO,10.6,3898.6,0.925,0.701,0.821
18017,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES LA CANTERA,1,947439,2831204.34,105,3,12,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,955,425924,53569,389418,Metropolitanos,Nayarit,Tepic,18,17,37,0.81,MUY ALTO,10.6,3898.6,0.925,0.701,0.821
18017,PLANTA DE TRATAMIENTO NORTE,2,NA,NA,NA,0,0,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,Fin de vida util,955,425924,53569,389418,Metropolitanos,Nayarit,Tepic,18,17,37,0.81,MUY ALTO,10.6,3898.6,0.925,0.701,0.821
18018,PLANTA DE TRATAMIENTO COAMILES,1,NA,NA,15,3,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Sedimentacion primaria,No Aplica,956,30064,5234,24870,Semiurbanos,Nayarit,Tuxpan,18,18,376,0.731,ALTO,14.2,1992,0.894,0.608,0.719
18018,PLANTA DE TRATAMIENTO DE TUXPAN,1,NA,NA,30,3,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Sedimentacion primaria,No Aplica,956,30064,5234,24870,Semiurbanos,Nayarit,Tuxpan,18,18,376,0.731,ALTO,14.2,1992,0.894,0.608,0.719
18019,LAGUNA DE OXIDACION HUAJIMIC,2,NA,NA,NA,0,0,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No Aplica,No Aplica,Otro,957,13719,1446,NA,Semiurbanos,Nayarit,La Yesca,18,19,1961,0.581,MEDIO,37.6,1086.5,0.695,0.449,0.628
18019,PLANTA DE TRATAMIENTO DE PUENTE DE CAMOTLAN,1,NA,NA,4,3,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna aireada,No Aplica,957,13719,1446,NA,Semiurbanos,Nayarit,La Yesca,18,19,1961,0.581,MEDIO,37.6,1086.5,0.695,0.449,0.628
18020,MEGA PTAR SAN VICENTE BAHIA DE BANDERAS,1,339674,924863,355.12,3,12,161,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,SAYULITA,1,30800,93632.7,24.45,3,15,279,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Discos biologicos rotatorios,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,COLOMO,1,1582,5602.98,6.05,3,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,RAFA/ UASB,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,SAN FRANCISCO,1,24590,81047.3,7.55,3,12,724,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,PUNTA DE MITA,1,84080,238589.75,24.56,1,12,921,0,NA,NA,NA,NA,NA,NA,1,24.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza el 100%,Lodos activados,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,PLANTA DE GUAMUCHIL,1,6231,20451,1.01,3,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,RAFA/ UASB,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,LO DE MARCOS(URSULO GALVAN),1,11379,31580.92,14.51,3,17,167,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Reactor Biologico de Membranas,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,LOS SAUCES,1,791,2801.49,1.01,3,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,RAFA/ UASB,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,PLANTA DE AGUAMILPA,1,7500,1188.15,1.01,3,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,RAFA/ UASB,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
19001,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES ABASOLO,1,2490.666667,6788.92,1.16,3,12,566917.51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,959,2974,328,NA,Rurales,Nuevo Leon,Abasolo,19,1,613,0.703,ALTO,19.5,1856.8,0.849,0.578,0.709
19002,LAGUNA AGUALEGUAS,1,NA,NA,3.03,3,25,54410.86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna facultativa,No Aplica,960,3382,878,NA,Rurales,Nuevo Leon,Agualeguas,19,2,615,0.703,ALTO,22.4,2886.5,0.824,0.544,0.775
19004,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN ANTONIO,1,405.5833333,1682.92,0.05,3,12,618020.76,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,962,35289,4687,28843,Semiurbanos,Nuevo Leon,Allende,19,4,252,0.748,ALTO,14.5,3413.6,0.892,0.586,0.8
19004,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES ALLENDE II,1,78015.26667,192590.25,75.32,3,12,11630833.55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,962,35289,4687,28843,Semiurbanos,Nuevo Leon,Allende,19,4,252,0.748,ALTO,14.5,3413.6,0.892,0.586,0.8
19005,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES ANAHUAC,1,41022.83333,101080.17,24.49,3,12,8610332.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,963,18030,2651,16414,Semiurbanos,Nuevo Leon,Anahuac,19,5,509,0.714,ALTO,18.4,2640.6,0.858,0.557,0.762
19005,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES COLOMBIA,1,66.96666667,8514.17,2.41,3,12,172707.29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,963,18030,2651,16414,Semiurbanos,Nuevo Leon,Anahuac,19,5,509,0.714,ALTO,18.4,2640.6,0.858,0.557,0.762
19006,NORESTE,1,686703.0833,1442247.58,1139.13,2,12,107826362.5,0,1,2.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Lodos activados,No Aplica,964,656464,40606,646614,Metropolitanos,Nuevo Leon,Apodaca,19,6,75,0.793,ALTO,13,3772.1,0.904,0.676,0.816
19006,SANTA ROSA,1,135033.75,300455.31,110.1,3,12,37916646.86,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,964,656464,40606,646614,Metropolitanos,Nuevo Leon,Apodaca,19,6,75,0.793,ALTO,13,3772.1,0.904,0.676,0.816
19007,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES ARAMBERRI,1,2860.683333,8178.17,1.85,3,12,843337.27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,965,14992,2755,5271,Semiurbanos,Nuevo Leon,Aramberri,19,7,1916,0.587,MEDIO,48.5,1290.8,0.602,0.514,0.654
19007,LA ASCENSION,1,3185.083333,8772.17,2.39,3,12,308409.89,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,965,14992,2755,5271,Semiurbanos,Nuevo Leon,Aramberri,19,7,1916,0.587,MEDIO,48.5,1290.8,0.602,0.514,0.654
19008,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES BUSTAMANTE,1,12225.86667,33627.33,8.81,3,12,2532189.61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,966,3661,669,3524,Rurales,Nuevo Leon,Bustamante,19,8,523,0.713,ALTO,22.6,2647.7,0.823,0.578,0.762
19009,LAGUNA ATONGO,1,NA,NA,1,3,25,15310.72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna facultativa,No Aplica,967,122337,12403,104904,Urbanos,Nuevo Leon,Cadereyta Jimenez,19,9,342,0.736,ALTO,20.5,3491.1,0.84,0.59,0.804
19009,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN JUAN,1,2737.25,8081.58,1.31,3,12,1011318.63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Lodos activados,No Aplica,967,122337,12403,104904,Urbanos,Nuevo Leon,Cadereyta Jimenez,19,9,342,0.736,ALTO,20.5,3491.1,0.84,0.59,0.804
19009,PTAR CADEREYTA II,1,127332.9167,316950.82,93.83,1,12,13839111.31,0,NA,NA,1,93.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza el 100%,Lodos activados,No Aplica,967,122337,12403,104904,Urbanos,Nuevo Leon,Cadereyta Jimenez,19,9,342,0.736,ALTO,20.5,3491.1,0.84,0.59,0.804
19009,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES CADEREYTA JIMENEZ,1,196297.5,463592.63,118.79,2,12,13689733.05,0,1,101.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza solo una fraccion,Lodos activados,No Aplica,967,122337,12403,104904,Urbanos,Nuevo Leon,Cadereyta Jimenez,19,9,342,0.736,ALTO,20.5,3491.1,0.84,0.59,0.804
19010,LAGUNA EL CARMEN,1,NA,NA,14.36,3,25,755873.68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,No se reutiliza,Laguna facultativa,No Aplica,968,104478,2810,103153,Urbanos,Nuevo Leon,El Carmen,19,10,360,0.733,ALTO,17.2,2705.8,0.868,0.594,0.765
19011,LAGUNA CERRALVO,1,NA,NA,19.12,1,25,734155.18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Si,Se reutiliza el 100%,Laguna facultativa,No Aplica,969,7340,1207,6739,Semiurbanos,Nuevo Leon,Cerralvo,19,11,656,0.699,MEDIO,20,2907.6,0.845,0.521,0.776
