plnt_folio,plnt_nom,tra_oper,tra_kwh,tra_peso,tra_regi,cau_trat,vol_trat,tra_reut,tra_pind,tra_rare,tra_ragr,tra_ince,tra_rotr,tra_regi_a,tra_oper_a,X,POBTOT,P_60YMAS,pob_urb,categoria_poblacion,Estado,Municipio,id_estado,id_municipio,clasif,idh,gdh,tmi,ipca,isal,ieduc,iing
15093,PLANTA DE AGUAS RESIDUALES CABECERA MUNICIPAL,2,0,0,NA,0,0,0,0,0,0,0,0,NA,No,757,32564,3478,23353,Semiurbanos,Mexico,Tepetlaoxtoc,15,93,390,0.73,ALTO,20.9,2653.7,0.837,0.609,0.762
15093,PLANTA DE AGUAS RESIDUALES SAN PEDRO CHIAUTZINGO,2,0,0,NA,0,0,0,0,0,0,0,0,NA,No,757,32564,3478,23353,Semiurbanos,Mexico,Tepetlaoxtoc,15,93,390,0.73,ALTO,20.9,2653.7,0.837,0.609,0.762
15097,PLANTA TRATADORA ARROYO SECO PLANTA TRATADORA ARROYO SECO,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,761,18482,1898,2915,Semiurbanos,Mexico,Texcaltitlan,15,97,1224,0.65,MEDIO,29.9,1692,0.76,0.519,0.694
15098,LAGUNAS DE OXIDACION,1,0,47396,1,0,17,0,0,0,0,0,0,Municipal,Si,762,5736,608,5104,Semiurbanos,Mexico,Texcalyacac,15,98,324,0.738,ALTO,19.3,2482.1,0.85,0.628,0.752
15101,LAGUNA DE OXIDACION,1,0,0,1,0,3,0,0,0,0,0,0,Municipal,Si,765,84259,7979,56863,Urbanos,Mexico,Tianguistenco,15,101,622,0.702,ALTO,28.7,2295.2,0.771,0.606,0.741
15102,RINCON DE BUCIO,1,NA,NA,1,0,230,230,0,2,0,0,0,Municipal,Si,766,16414,2159,NA,Semiurbanos,Mexico,Timilpan,15,102,1085,0.659,MEDIO,31.8,1678.8,0.745,0.555,0.693
15102,ZARAGOZA,1,0,0,1,0,120,50,0,0,0,0,0,Municipal,Si,766,16414,2159,NA,Semiurbanos,Mexico,Timilpan,15,102,1085,0.659,MEDIO,31.8,1678.8,0.745,0.555,0.693
15103,CARRETERA MEXICO CUAUTLA KM 115 COLONIA EL MAGUEYAL CABECERA MUNICIPAL,2,0,0,NA,0,0,0,0,0,0,0,0,NA,No,767,49196,6528,42324,Semiurbanos,Mexico,Tlalmanalco,15,103,125,0.774,ALTO,15.7,3066.7,0.881,0.672,0.784
15103,SAN ANTONIO TLALTECAHUACAN,1,0,0,1,10000,6,0,0,0,1,0,0,Municipal,Si,767,49196,6528,42324,Semiurbanos,Mexico,Tlalmanalco,15,103,125,0.774,ALTO,15.7,3066.7,0.881,0.672,0.784
15104,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES TLALNEPANTLA NO. 1,1,2103000,4630230,4,0,543928,0,1,1,0,1,0,Municipal,Si,768,672202,109805,671937,Metropolitanos,Mexico,Tlalnepantla de Baz,15,104,59,0.802,MUY ALTO,14,3884,0.896,0.703,0.82
15106,TLACHALOYA 1A. SECCION PONIENTE,2,0,0,4,0,0,0,0,0,0,0,0,Municipal,No,770,910608,98137,869426,Metropolitanos,Mexico,Toluca,15,106,62,0.8,ALTO,12.2,3516.8,0.911,0.698,0.805
15106,LOMA DE LA PROVIDENCIA,1,4,158,4,0,115.2,0,0,0,0,0,0,Municipal,Si,770,910608,98137,869426,Metropolitanos,Mexico,Toluca,15,106,62,0.8,ALTO,12.2,3516.8,0.911,0.698,0.805
15106,TLACHALOYA 1A. SECCION ORIENTE,2,0,0,4,0,0,0,0,0,0,0,0,Municipal,No,770,910608,98137,869426,Metropolitanos,Mexico,Toluca,15,106,62,0.8,ALTO,12.2,3516.8,0.911,0.698,0.805
15106,HACIENDA DEL VALLE II,1,26041,75422.6,4,0,633.6,0,0,0,0,0,0,Municipal,Si,770,910608,98137,869426,Metropolitanos,Mexico,Toluca,15,106,62,0.8,ALTO,12.2,3516.8,0.911,0.698,0.805
15106,LA GALIA,1,945,2916,4,8,0,0,0,0,0,0,0,Municipal,Si,770,910608,98137,869426,Metropolitanos,Mexico,Toluca,15,106,62,0.8,ALTO,12.2,3516.8,0.911,0.698,0.805
15106,GALAXIA TOLUCA,1,5324,12367,4,20,0,0,0,0,0,0,0,Municipal,Si,770,910608,98137,869426,Metropolitanos,Mexico,Toluca,15,106,62,0.8,ALTO,12.2,3516.8,0.911,0.698,0.805
15106,CAMPO REAL 3,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,770,910608,98137,869426,Metropolitanos,Mexico,Toluca,15,106,62,0.8,ALTO,12.2,3516.8,0.911,0.698,0.805
15106,EL REFUJIO,2,0,0,5,0,0,0,0,0,0,0,0,Intermunicipal,No,770,910608,98137,869426,Metropolitanos,Mexico,Toluca,15,106,62,0.8,ALTO,12.2,3516.8,0.911,0.698,0.805
15106,MERCADO AVIACION,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,770,910608,98137,869426,Metropolitanos,Mexico,Toluca,15,106,62,0.8,ALTO,12.2,3516.8,0.911,0.698,0.805
15106,TLACHALOYA 2A. SECCION,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,770,910608,98137,869426,Metropolitanos,Mexico,Toluca,15,106,62,0.8,ALTO,12.2,3516.8,0.911,0.698,0.805
15107,PLANTA DE TRATAMIENTO INTERMUNICIPAL IXTAPAN-TONATICO,1,0,0,2,0,0,0,0,0,0,0,0,Estatal,Si,771,12912,1959,7021,Semiurbanos,Mexico,Tonatico,15,107,706,0.693,MEDIO,20.9,2341.8,0.837,0.536,0.744
15109,ROBLES Y COLORINES,1,0,0,4,0,504,0,0,1,0,0,0,Municipal,Si,773,516341,62216,514688,Metropolitanos,Mexico,Tultitlan,15,109,129,0.773,ALTO,15.4,3176.3,0.883,0.663,0.79
15109,PLANTA ISLA,2,0,0,NA,0,0,0,0,0,0,0,0,NA,No,773,516341,62216,514688,Metropolitanos,Mexico,Tultitlan,15,109,129,0.773,ALTO,15.4,3176.3,0.883,0.663,0.79
15109,LOS PORTALES,1,0,0,4,0,1080,1080,0,1,0,1,0,Municipal,Si,773,516341,62216,514688,Metropolitanos,Mexico,Tultitlan,15,109,129,0.773,ALTO,15.4,3176.3,0.883,0.663,0.79
15109,PLANTA VILLAS DE SAN JOSE,2,0,0,NA,0,0,0,0,0,0,0,0,NA,No,773,516341,62216,514688,Metropolitanos,Mexico,Tultitlan,15,109,129,0.773,ALTO,15.4,3176.3,0.883,0.663,0.79
15113,PLANTA TRATADORA MEXICAPA,1,0,0,1,20,0,0,0,0,0,0,0,Municipal,Si,777,69086,5770,34778,Urbanos,Mexico,Villa Guerrero,15,113,1651,0.614,MEDIO,38.9,2054.3,0.684,0.467,0.724
15113,PLANTA DE TRATAMIENTO BARRIO DE GUADALUPE,1,0,0,1,2,2,0,0,0,0,0,0,Municipal,Si,777,69086,5770,34778,Urbanos,Mexico,Villa Guerrero,15,113,1651,0.614,MEDIO,38.9,2054.3,0.684,0.467,0.724
15114,PLANTA EL RASTRO,2,0,0,1,0,0,0,0,0,0,0,0,Municipal,No,778,108196,7745,22553,Urbanos,Mexico,Villa Victoria,15,114,1755,0.603,MEDIO,33.6,1504.7,0.729,0.444,0.677
15114,PLANTA TRATADORA DE AGUAS RESIDUALES COL. DR. GUSTAVO BAZ,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,778,108196,7745,22553,Urbanos,Mexico,Villa Victoria,15,114,1755,0.603,MEDIO,33.6,1504.7,0.729,0.444,0.677
15114,PLANTA TRATADORA DE AGUAS RESIDUALES LAS PENAS,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,778,108196,7745,22553,Urbanos,Mexico,Villa Victoria,15,114,1755,0.603,MEDIO,33.6,1504.7,0.729,0.444,0.677
15115,PLANTA TRATADORA EN LA COMUNIDAD DE SANTA MARIA ZOLOTEPEC,1,15300,0,2,0,1468.8,0,0,0,0,0,0,Estatal,Si,779,54633,5136,42346,Urbanos,Mexico,Xonacatlan,15,115,366,0.733,ALTO,18.5,2256.8,0.858,0.622,0.738
15116,PLANTA DE TRATAMIENTO DE AGUAS RECIDUALES DE ZACAZONAPAN,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,780,5109,511,3477,Semiurbanos,Mexico,Zacazonapan,15,116,1099,0.658,MEDIO,21.2,1741.7,0.834,0.489,0.699
15118,FRACCIONAMIENTO LA LOMA I,2,0,0,4,0,0,0,0,0,0,0,0,Municipal,No,782,203872,17275,170131,Urbanos,Mexico,Zinacantepec,15,118,575,0.708,ALTO,16.5,2079.4,0.874,0.559,0.726
15118,PLANTA FRACCIONAMIENTO EL PORVENIR,2,0,0,4,0,0,0,0,0,0,0,0,Municipal,No,782,203872,17275,170131,Urbanos,Mexico,Zinacantepec,15,118,575,0.708,ALTO,16.5,2079.4,0.874,0.559,0.726
15118,LOMA ESMERALDA,1,325173,640181,4,0,0,0,0,0,0,0,0,Municipal,Si,782,203872,17275,170131,Urbanos,Mexico,Zinacantepec,15,118,575,0.708,ALTO,16.5,2079.4,0.874,0.559,0.726
15120,HERMES,2,0,0,NA,0,0,0,0,0,0,0,0,NA,No,784,280455,21286,257801,Urbanos,Mexico,Zumpango,15,120,378,0.731,ALTO,22.6,2746.6,0.823,0.619,0.768
15121,RINCONADA CUAUTITLAN,2,0,0,NA,0,0,0,0,0,0,0,0,NA,No,785,555163,80062,545665,Metropolitanos,Mexico,Cuautitlan Izcalli,15,121,23,0.82,MUY ALTO,12.1,4359.7,0.911,0.723,0.837
15121,COFRADIA IV,2,0,0,NA,0,0,0,0,0,0,0,0,NA,No,785,555163,80062,545665,Metropolitanos,Mexico,Cuautitlan Izcalli,15,121,23,0.82,MUY ALTO,12.1,4359.7,0.911,0.723,0.837
15121,LA PIEDAD II,2,0,0,NA,0,0,0,0,0,0,0,0,NA,No,785,555163,80062,545665,Metropolitanos,Mexico,Cuautitlan Izcalli,15,121,23,0.82,MUY ALTO,12.1,4359.7,0.911,0.723,0.837
15121,COFRADIA I Y II,2,0,0,NA,0,0,0,0,0,0,0,0,NA,No,785,555163,80062,545665,Metropolitanos,Mexico,Cuautitlan Izcalli,15,121,23,0.82,MUY ALTO,12.1,4359.7,0.911,0.723,0.837
15121,BOSQUES DEL ALBA II,1,0,0,4,8,692,150,0,1,0,0,0,Municipal,Si,785,555163,80062,545665,Metropolitanos,Mexico,Cuautitlan Izcalli,15,121,23,0.82,MUY ALTO,12.1,4359.7,0.911,0.723,0.837
15122,REAL DE SAN MARTIN,2,0,0,NA,0,0,0,0,0,0,0,0,NA,No,786,391731,38885,390901,Metropolitanos,Mexico,Valle de Chalco Solidaridad,15,122,544,0.711,ALTO,22.6,2392.6,0.823,0.585,0.747
15124,LAS TINAJAS,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,788,100082,7499,5328,Urbanos,Mexico,San Jose del Rincon,15,124,2063,0.567,MEDIO,32.7,974.8,0.737,0.406,0.611
16002,PLANTA TRATADORA DE AGUAS RESIDUALES DE AGUILILLA,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,791,14754,2219,11055,Semiurbanos,Michoacan de Ocampo,Aguililla,16,2,1698,0.609,MEDIO,31.9,1846.8,0.744,0.429,0.708
16008,PLANTA TRATADORA DE AGUAS RESIDUALES AQUILA,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,797,24676,2801,NA,Semiurbanos,Michoacan de Ocampo,Aquila,16,8,2011,0.574,MEDIO,40.4,1122.1,0.672,0.446,0.632
16008,PLANTA TRATADORA DE AGUAS RESIDUALES LA PALCITA,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,797,24676,2801,NA,Semiurbanos,Michoacan de Ocampo,Aquila,16,8,2011,0.574,MEDIO,40.4,1122.1,0.672,0.446,0.632
16009,PROLONGACION CRUZ DE ARGOTE,1,0,0,4,0,1728000,1728000,0,0,3,0,0,Municipal,Si,798,36268,4362,18097,Semiurbanos,Michoacan de Ocampo,Ario,16,9,1200,0.651,MEDIO,19.3,1545,0.851,0.476,0.681
16010,PLANTA SIN NOMBRE,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,799,20332,2902,11046,Semiurbanos,Michoacan de Ocampo,Arteaga,16,10,1490,0.628,MEDIO,30.4,1559.8,0.756,0.479,0.682
16013,EL MAYORAZGO,1,2500,5528,1,30,0,0,0,0,0,0,0,Municipal,Si,802,9176,1342,4149,Semiurbanos,Michoacan de Ocampo,Caracuaro,16,13,1911,0.588,MEDIO,32.9,1150.7,0.735,0.434,0.636
16014,PLANTA EL RANCHITO BARRIO OBRADORES,1,2920,11293.69,1,0,2053.44,0,0,0,0,0,0,Municipal,Si,803,17022,2098,12024,Semiurbanos,Michoacan de Ocampo,Coahuayana,16,14,975,0.669,MEDIO,15.7,1804.3,0.881,0.482,0.704
16015,PLANTA TRATADORA DE AGUAS RESIDUALES DE COALCOMAN,2,0,0,1,0,0,0,0,0,0,0,0,Municipal,No,804,19633,2587,13806,Semiurbanos,Michoacan de Ocampo,Coalcoman de Vazquez Pallares,16,15,1534,0.624,MEDIO,30.4,1866.1,0.756,0.452,0.709
16016,"PLANTA TRATADORA A 600 MTS DEL ENTRONQUE QUENCIO, HUANIQUEO.LIBRAMIENTO",2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,805,20965,4279,6593,Semiurbanos,Michoacan de Ocampo,Coeneo,16,16,1613,0.617,MEDIO,29.7,1349.4,0.762,0.466,0.66
16019,PLANTA TRATADORA DE AGUAS RESIDUALES DE COTIJA,1,0,0,1,0,1296,1296,0,0,3,0,0,Municipal,Si,808,20198,3287,14074,Semiurbanos,Michoacan de Ocampo,Cotija,16,19,1168,0.654,MEDIO,18.5,1934.8,0.857,0.456,0.715
16020,CARCAMO NORTE DE CUITZEO,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,809,29910,4284,22320,Semiurbanos,Michoacan de Ocampo,Cuitzeo,16,20,1332,0.641,MEDIO,21.1,1506.3,0.835,0.466,0.677
16020,CARCAMO SUR DE CUITZEO,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,809,29910,4284,22320,Semiurbanos,Michoacan de Ocampo,Cuitzeo,16,20,1332,0.641,MEDIO,21.1,1506.3,0.835,0.466,0.677
16020,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE CUITZEO,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,809,29910,4284,22320,Semiurbanos,Michoacan de Ocampo,Cuitzeo,16,20,1332,0.641,MEDIO,21.1,1506.3,0.835,0.466,0.677
16024,PLANTA SUR,2,0,0,1,0,0,0,0,0,0,0,0,Municipal,No,813,20586,2284,19912,Semiurbanos,Michoacan de Ocampo,Cheran,16,24,920,0.673,MEDIO,26.8,1782.8,0.786,0.553,0.702
16032,HUMEDAD LA ESMERALDA,1,0,0,4,302400,378,0,0,0,0,0,0,Municipal,Si,821,15715,2489,6084,Semiurbanos,Michoacan de Ocampo,Erongaricuaro,16,32,1441,0.632,MEDIO,30.4,1510,0.756,0.493,0.677
16035,PLANTA TRATADORA DE AGUAS RESIDUALES DEL MUNICIPIO DE LA HUACANA,1,8494,64180,4,0,5356.8,0,0,0,0,0,0,Municipal,Si,824,30627,4356,12820,Semiurbanos,Michoacan de Ocampo,La Huacana,16,35,1628,0.616,MEDIO,28.7,1321.2,0.77,0.461,0.657
16037,HUANIQUEO,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,826,7945,1969,2595,Semiurbanos,Michoacan de Ocampo,Huaniqueo,16,37,1772,0.601,MEDIO,27.8,1084.2,0.778,0.446,0.627
16042,FRACCIONAMIENTO LA LAGUNILLA,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,831,14302,2390,5091,Semiurbanos,Michoacan de Ocampo,Ixtlan,16,42,1369,0.638,MEDIO,21.5,1817.1,0.832,0.443,0.705
16048,PLANTA DE TRATAMIENTO LAGUNILLAS,1,3280,9025,4,9,1092,0,0,0,0,0,0,Municipal,Si,837,5745,815,2664,Semiurbanos,Michoacan de Ocampo,Lagunillas,16,48,1206,0.65,MEDIO,23,1614.6,0.819,0.489,0.687
16052,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES NO. 2,1,14780,37871,4,0,1814,0,0,0,0,0,0,Municipal,Si,841,196003,19440,180495,Urbanos,Michoacan de Ocampo,Lazaro Cardenas,16,52,224,0.753,ALTO,15.3,3163.3,0.884,0.612,0.789
16052,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES NO.3,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,841,196003,19440,180495,Urbanos,Michoacan de Ocampo,Lazaro Cardenas,16,52,224,0.753,ALTO,15.3,3163.3,0.884,0.612,0.789
16052,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES NO.1,1,199533,240790,4,0,15000,0,0,0,0,0,0,Municipal,Si,841,196003,19440,180495,Urbanos,Michoacan de Ocampo,Lazaro Cardenas,16,52,224,0.753,ALTO,15.3,3163.3,0.884,0.612,0.789
16053,ITZICUAROS,1,0,0,8,0,6754.2,2435,1,0,0,0,0,Privado,Si,842,849053,109264,789641,Metropolitanos,Michoacan de Ocampo,Morelia,16,53,92,0.785,ALTO,11.1,3100.6,0.921,0.669,0.786
16053,CUTO DE LA ESPERANZA,1,0,0,4,0,302.4,0,0,0,0,0,0,Municipal,Si,842,849053,109264,789641,Metropolitanos,Michoacan de Ocampo,Morelia,16,53,92,0.785,ALTO,11.1,3100.6,0.921,0.669,0.786
16053,IGNACIO ZARAGOZA,1,0,0,4,0,172.8,0,0,0,0,0,0,Municipal,Si,842,849053,109264,789641,Metropolitanos,Michoacan de Ocampo,Morelia,16,53,92,0.785,ALTO,11.1,3100.6,0.921,0.669,0.786
16053,ARKO SAN ANTONIO,1,13985,35285.37,4,0,864,0,0,0,0,0,0,Municipal,Si,842,849053,109264,789641,Metropolitanos,Michoacan de Ocampo,Morelia,16,53,92,0.785,ALTO,11.1,3100.6,0.921,0.669,0.786
16053,VILLA MAGNA,1,23183,44442.3,4,0,734.4,0,0,0,0,0,0,Municipal,Si,842,849053,109264,789641,Metropolitanos,Michoacan de Ocampo,Morelia,16,53,92,0.785,ALTO,11.1,3100.6,0.921,0.669,0.786
16053,MACROPLANTA DE ATAPANEO,1,0,0,8,0,94040,0,0,0,0,0,0,Privado,Si,842,849053,109264,789641,Metropolitanos,Michoacan de Ocampo,Morelia,16,53,92,0.785,ALTO,11.1,3100.6,0.921,0.669,0.786
16053,SAN MIGUEL DEL MONTE,1,0,0,4,0,86.4,0,0,0,0,0,0,Municipal,Si,842,849053,109264,789641,Metropolitanos,Michoacan de Ocampo,Morelia,16,53,92,0.785,ALTO,11.1,3100.6,0.921,0.669,0.786
16053,LOMAS DE LA MAESTRANZA,1,26640,71209.4,4,0,553,0,0,0,0,0,0,Municipal,Si,842,849053,109264,789641,Metropolitanos,Michoacan de Ocampo,Morelia,16,53,92,0.785,ALTO,11.1,3100.6,0.921,0.669,0.786
16062,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE PAJACUARAN,1,6021,18063,4,0,864,864,0,0,3,0,0,Municipal,Si,851,21028,2998,14634,Semiurbanos,Michoacan de Ocampo,Pajacuaran,16,62,1672,0.612,MEDIO,30.2,1825.7,0.758,0.428,0.706
16065,PILAS DE OXIDACION PARACHO,1,0,0,1,10,864,0,1,2,3,4,5,Municipal,Si,854,39657,4596,31647,Semiurbanos,Michoacan de Ocampo,Paracho,16,65,1034,0.664,MEDIO,31.9,1986.4,0.744,0.548,0.719
16066,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES SAN PEDRITO,1,19532,58598,4,0,3456,0,0,0,0,0,0,Municipal,Si,855,98382,12063,72955,Urbanos,Michoacan de Ocampo,Patzcuaro,16,66,474,0.718,ALTO,11.7,1999.4,0.915,0.563,0.72
16066,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES LAS GARZAS,1,17014,51044,4,0,1500,0,0,0,0,0,0,Municipal,Si,855,98382,12063,72955,Urbanos,Michoacan de Ocampo,Patzcuaro,16,66,474,0.718,ALTO,11.7,1999.4,0.915,0.563,0.72
16069,LA PIEDAD (POTRERILLOS),1,89420,187963,4,0,16286,0,0,2,3,0,0,Municipal,Si,858,106490,13913,91206,Urbanos,Michoacan de Ocampo,La Piedad,16,69,401,0.728,ALTO,12.2,2704.1,0.911,0.554,0.765
16069,PLANTA DE TRATAMIENTO LOS GUAJES,1,0,0,4,0,259,0,0,0,0,0,0,Municipal,Si,858,106490,13913,91206,Urbanos,Michoacan de Ocampo,La Piedad,16,69,401,0.728,ALTO,12.2,2704.1,0.911,0.554,0.765
16069,CUITZILLO,1,19154,46631,4,0,1728,0,0,2,0,0,0,Municipal,Si,858,106490,13913,91206,Urbanos,Michoacan de Ocampo,La Piedad,16,69,401,0.728,ALTO,12.2,2704.1,0.911,0.554,0.765
16069,PLANTA DE TRATAMIENTO PAREDONES,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,858,106490,13913,91206,Urbanos,Michoacan de Ocampo,La Piedad,16,69,401,0.728,ALTO,12.2,2704.1,0.911,0.554,0.765
16069,TANQUE DE PENA,1,0,0,4,0,181.5,0,0,0,0,0,0,Municipal,Si,858,106490,13913,91206,Urbanos,Michoacan de Ocampo,La Piedad,16,69,401,0.728,ALTO,12.2,2704.1,0.911,0.554,0.765
16069,PLANTA DE TRATAMIENTO OJO DE AGUA,1,0,0,4,0,248,0,0,0,0,0,0,Municipal,Si,858,106490,13913,91206,Urbanos,Michoacan de Ocampo,La Piedad,16,69,401,0.728,ALTO,12.2,2704.1,0.911,0.554,0.765
16073,HUMEDAL SAN JERONIMO DOS,1,0,0,4,3,0,0,0,0,3,0,0,Municipal,Si,862,27176,3820,20642,Semiurbanos,Michoacan de Ocampo,Quiroga,16,73,1185,0.652,MEDIO,25.8,1785.5,0.795,0.496,0.703
16073,HUMEDAL SAN JERONIMO UNO,1,0,0,4,0,3580,0,0,0,3,0,0,Municipal,Si,862,27176,3820,20642,Semiurbanos,Michoacan de Ocampo,Quiroga,16,73,1185,0.652,MEDIO,25.8,1785.5,0.795,0.496,0.703
16073,HUMEDAL DE SANTA FE,1,0,0,4,0,7776,0,0,0,3,0,0,Municipal,Si,862,27176,3820,20642,Semiurbanos,Michoacan de Ocampo,Quiroga,16,73,1185,0.652,MEDIO,25.8,1785.5,0.795,0.496,0.703
16073,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE QUIROGA,1,1533.92,3068,4,0,24480,1728,0,0,3,0,0,Municipal,Si,862,27176,3820,20642,Semiurbanos,Michoacan de Ocampo,Quiroga,16,73,1185,0.652,MEDIO,25.8,1785.5,0.795,0.496,0.703
16075,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES LOS REYES,1,0,0,4,0,6048,6048,0,0,3,0,0,Municipal,Si,864,78935,8515,62716,Urbanos,Michoacan de Ocampo,Los Reyes,16,75,1217,0.65,MEDIO,28.3,2187.2,0.774,0.484,0.733
16076,PLANTA TRATADORA,1,0,0,1,180,15552,0,0,0,0,0,0,Municipal,Si,865,78477,9744,70042,Urbanos,Michoacan de Ocampo,Sahuayo,16,76,554,0.71,ALTO,16.9,2585.2,0.871,0.542,0.758
16079,PLANTA TRATADORA DE AGUAS RESIDUALES DE SANTA CLARA DEL COBRE,1,31867,44914,1,0,42,0,0,0,0,0,0,Municipal,Si,868,49896,5215,31315,Semiurbanos,Michoacan de Ocampo,Salvador Escalante,16,79,1417,0.634,MEDIO,23.2,1466.3,0.817,0.463,0.673
16082,PLANTA DE TRATAMIENTOS DE AGUAS RESIDUALES DE YORICOSTIO,1,0,13696,4,8,0,0,0,2,3,0,0,Municipal,Si,871,79540,8376,42747,Urbanos,Michoacan de Ocampo,Tacambaro,16,82,903,0.674,MEDIO,17.1,1857.4,0.869,0.498,0.709
16082,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE TACAMBARO,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,871,79540,8376,42747,Urbanos,Michoacan de Ocampo,Tacambaro,16,82,903,0.674,MEDIO,17.1,1857.4,0.869,0.498,0.709
16084,PLANTA DE TRATAMIENTO LA TEPORIKUA,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,873,31716,3393,26647,Semiurbanos,Michoacan de Ocampo,Tangamandapio,16,84,1470,0.63,MEDIO,28,1836.3,0.777,0.455,0.707
16088,TERRANOVA II,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,877,114513,9547,65772,Urbanos,Michoacan de Ocampo,Tarimbaro,16,88,54,0.804,MUY ALTO,15.5,4413.6,0.883,0.702,0.839
16088,GALAXIA TARIMBARO,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,877,114513,9547,65772,Urbanos,Michoacan de Ocampo,Tarimbaro,16,88,54,0.804,MUY ALTO,15.5,4413.6,0.883,0.702,0.839
16088,METROPOLIS II,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,877,114513,9547,65772,Urbanos,Michoacan de Ocampo,Tarimbaro,16,88,54,0.804,MUY ALTO,15.5,4413.6,0.883,0.702,0.839
16088,HACIENDA EL ENCANTO,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,877,114513,9547,65772,Urbanos,Michoacan de Ocampo,Tarimbaro,16,88,54,0.804,MUY ALTO,15.5,4413.6,0.883,0.702,0.839
16088,VALLE REAL,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,877,114513,9547,65772,Urbanos,Michoacan de Ocampo,Tarimbaro,16,88,54,0.804,MUY ALTO,15.5,4413.6,0.883,0.702,0.839
16088,CAMPESTRE TARIMBARO,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,877,114513,9547,65772,Urbanos,Michoacan de Ocampo,Tarimbaro,16,88,54,0.804,MUY ALTO,15.5,4413.6,0.883,0.702,0.839
16088,SAN JOSE DE LA PALMA,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,877,114513,9547,65772,Urbanos,Michoacan de Ocampo,Tarimbaro,16,88,54,0.804,MUY ALTO,15.5,4413.6,0.883,0.702,0.839
16088,EL TREBOL,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,877,114513,9547,65772,Urbanos,Michoacan de Ocampo,Tarimbaro,16,88,54,0.804,MUY ALTO,15.5,4413.6,0.883,0.702,0.839
16088,RINCONADA LOS SAUCES,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,877,114513,9547,65772,Urbanos,Michoacan de Ocampo,Tarimbaro,16,88,54,0.804,MUY ALTO,15.5,4413.6,0.883,0.702,0.839
16088,PASEOS DEL VALLE,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,877,114513,9547,65772,Urbanos,Michoacan de Ocampo,Tarimbaro,16,88,54,0.804,MUY ALTO,15.5,4413.6,0.883,0.702,0.839
16090,AMBANGANTANI,1,0,0,1,0,14400,14400,0,0,0,0,0,Municipal,Si,879,16325,1751,14836,Semiurbanos,Michoacan de Ocampo,Tingambato,16,90,795,0.685,MEDIO,21.6,1722.3,0.831,0.556,0.697
16096,LA FABRICA,1,0,0,1,0,680,0,0,0,0,0,0,Municipal,Si,885,5971,876,NA,Semiurbanos,Michoacan de Ocampo,Tumbiscatio,16,96,2067,0.567,MEDIO,34.6,1256.7,0.721,0.39,0.65
16097,RANCHO SAN AGUSTIN,2,0,0,0,0,0,0,0,0,0,0,0,No Aplica,No,886,29056,3927,6845,Semiurbanos,Michoacan de Ocampo,Turicato,16,97,1939,0.584,MEDIO,35,1297.3,0.717,0.424,0.654
