plnt_folio,plnt_nom,tra_oper,tra_kwh,tra_peso,tra_regi,cau_trat,vol_trat,tra_reut,tra_pind,tra_rare,tra_ragr,tra_ince,tra_rotr,tr_po_pl,cost_ope,pre_soci,no_agua,otra_raz,rob_maq,fal_mant,pro_dis,da_dena,en_const,ob_meam,fin_viut,no_concl,pro_enre,tra_regi_a,tra_oper_a,tra_pind_a,tra_rare_a,tra_ragr_a,tra_ince_a,tra_rotr_a,tr_po_pl_a,cost_ope_a,pre_soci_a,no_agua_a,otra_raz_a,rob_maq_a,fal_mant_a,pro_dis_a,da_dena_a,en_const_a,ob_meam_a,fin_viut_a,no_concl_a,pro_enre_a,raz_op_t_a,X,POBTOT,P_60YMAS,pob_urb,categoria_poblacion,Estado,Municipio,id_estado,id_municipio,clasif,idh,gdh,tmi,ipca,isal,ieduc,iing
18018,PLANTA DE TRATAMIENTO DE PALMA GRANDE,1,0,0,3,NA,119,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,Intermunicipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Primario/Sedimentacion,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,956,30064,5234,24870,Semiurbanos,Nayarit,Tuxpan,18,18,376,0.731,ALTO,14.2,1992,0.894,0.608,0.719
18018,PLANTA DE TRATAMIENTO DE TUXPAN,1,0,0,1,NA,1296,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Primario/Sedimentacion,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,956,30064,5234,24870,Semiurbanos,Nayarit,Tuxpan,18,18,376,0.731,ALTO,14.2,1992,0.894,0.608,0.719
18018,PLANTA DE TRATAMIENTO COAMILES,1,0,0,1,NA,119,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Primario/Sedimentacion,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,956,30064,5234,24870,Semiurbanos,Nayarit,Tuxpan,18,18,376,0.731,ALTO,14.2,1992,0.894,0.608,0.719
18019,PLANTA DE TRATAMIENTO DE PUENTE DE CAMOTLAN,1,0,0,4,NA,345.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lagunas de estabilizacion,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,957,13719,1446,NA,Semiurbanos,Nayarit,La Yesca,18,19,1961,0.581,MEDIO,37.6,1086.5,0.695,0.449,0.628
18019,PUENTE DE CAMOTLAN,1,0,0,0,4,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lagunas de estabilizacion,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,957,13719,1446,NA,Semiurbanos,Nayarit,La Yesca,18,19,1961,0.581,MEDIO,37.6,1086.5,0.695,0.449,0.628
18019,LAGUNA DE OXIDACION DE HUAJIMIC,1,0,0,0,NA,126144,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lagunas de estabilizacion,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,957,13719,1446,NA,Semiurbanos,Nayarit,La Yesca,18,19,1961,0.581,MEDIO,37.6,1086.5,0.695,0.449,0.628
18020,SAYULITA,1,0,0,0,18,25,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,MEGAPLANTA DE TRATAMIENTO SAN VICENTE,1,242187,782300,8,297,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Privado,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,PTAR RINCON DEL CIELO,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Municipal,No,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No recibe agua para tratar,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No recibe agua para tratar,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,EL COATANTE,1,0,0,0,2.5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lagunas de estabilizacion,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,FLAMINGOS 1,1,0,0,0,20,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,NUEVO VALLARTA,1,0,0,0,135,135,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,CRUZ DE HUANACAXTLE,1,0,0,0,15,19,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,PTAR MEZCALES,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Municipal,No,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No recibe agua para tratar,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No recibe agua para tratar,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,MEGA PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES DE BAHIA DE BANDERAS,1,0,0,0,213,600,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,PLANTA DE URSULO GALVAN-LO DE MARCOS,1,90616,42340,4,12,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,EMILIANO ZAPATA,1,0,0,0,15,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,No Aplica,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,PTAR LAS CEIBAS,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Municipal,No,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No recibe agua para tratar,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No recibe agua para tratar,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,PLANTA DE TRATAMIENTO LOS SAUCES,1,24114,1400.59,4,2,NA,NA,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Rafa + Filtro biologico,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,PLANTA DE GUAMUCHIL,1,5589,1885,4,2,NA,NA,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Rafa + Filtro biologico,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,PLANTA DE TRATAMIENTO PUNTA MITA,1,NA,NA,8,18,1555.2,1555.2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Privado,Si,No Aplica,Riego de areas verdes,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,PLANTA COLOMO,1,NA,NA,4,8,NA,NA,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Rafa + Filtro biologico,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,PTAR LA CRUZ,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Municipal,No,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No recibe agua para tratar,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No recibe agua para tratar,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,PTAR VALLE DORADO,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Municipal,No,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No recibe agua para tratar,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No recibe agua para tratar,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,BUCERIAS,1,17804,165348,4,12.92,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
18020,PLANTA DE SAN FRANCISCO,1,82277,25340,4,8,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Municipal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,958,187632,13764,169754,Urbanos,Nayarit,Bahia de Banderas,18,20,128,0.773,ALTO,13,4134.6,0.904,0.617,0.829
19001,PTAR ABASOLO,1,3340,7835,6,1.84,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,959,2974,328,NA,Rurales,Nuevo Leon,Abasolo,19,1,613,0.703,ALTO,19.5,1856.8,0.849,0.578,0.709
19002,LAGUNA DE AGUALEGUAS,1,0,0,6,3.26,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lagunas de estabilizacion,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,960,3382,878,NA,Rurales,Nuevo Leon,Agualeguas,19,2,615,0.703,ALTO,22.4,2886.5,0.824,0.544,0.775
19004,PTAR SAN ANTONIO,1,3874,7474,6,0.15,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,962,35289,4687,28843,Semiurbanos,Nuevo Leon,Allende,19,4,252,0.748,ALTO,14.5,3413.6,0.892,0.586,0.8
19004,PTAR ALLENDE II,1,78877,165573,6,82.52,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,962,35289,4687,28843,Semiurbanos,Nuevo Leon,Allende,19,4,252,0.748,ALTO,14.5,3413.6,0.892,0.586,0.8
19005,PTAR COLOMBIA,1,5152,11489,6,1.99,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,963,18030,2651,16414,Semiurbanos,Nuevo Leon,Anahuac,19,5,509,0.714,ALTO,18.4,2640.6,0.858,0.557,0.762
19005,PTAR ANAHUAC,1,70408,150962,6,38.33,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,963,18030,2651,16414,Semiurbanos,Nuevo Leon,Anahuac,19,5,509,0.714,ALTO,18.4,2640.6,0.858,0.557,0.762
19006,PTAR NORESTE,1,730879,1361733,6,1339.63,NA,NA,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,Procesos industriales,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,964,656464,40606,646614,Metropolitanos,Nuevo Leon,Apodaca,19,6,75,0.793,ALTO,13,3772.1,0.904,0.676,0.816
19006,PTAR SANTA ROSA,1,144312,301974,6,128.11,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,964,656464,40606,646614,Metropolitanos,Nuevo Leon,Apodaca,19,6,75,0.793,ALTO,13,3772.1,0.904,0.676,0.816
19007,PTAR ARAMBERRI,1,3239,8239,6,2.08,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,965,14992,2755,5271,Semiurbanos,Nuevo Leon,Aramberri,19,7,1916,0.587,MEDIO,48.5,1290.8,0.602,0.514,0.654
19007,PTAR LA ASCENCION,1,3703,8818,6,1.69,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,965,14992,2755,5271,Semiurbanos,Nuevo Leon,Aramberri,19,7,1916,0.587,MEDIO,48.5,1290.8,0.602,0.514,0.654
19008,PTAR BUSTAMANTE,1,14390,36949,6,7.27,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,966,3661,669,3524,Rurales,Nuevo Leon,Bustamante,19,8,523,0.713,ALTO,22.6,2647.7,0.823,0.578,0.762
19009,LAGUNA ATONGO,1,80,946,6,0.99,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lagunas de estabilizacion,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,967,122337,12403,104904,Urbanos,Nuevo Leon,Cadereyta Jimenez,19,9,342,0.736,ALTO,20.5,3491.1,0.84,0.59,0.804
19009,PTAR CADEREYTA II,1,80941,190995,6,77.71,NA,NA,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,Procesos industriales,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,967,122337,12403,104904,Urbanos,Nuevo Leon,Cadereyta Jimenez,19,9,342,0.736,ALTO,20.5,3491.1,0.84,0.59,0.804
19009,PTAR CADEREYTA I,1,132619,312646,6,137.21,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,967,122337,12403,104904,Urbanos,Nuevo Leon,Cadereyta Jimenez,19,9,342,0.736,ALTO,20.5,3491.1,0.84,0.59,0.804
19009,PTAR SAN JUAN,1,4574,11244,6,1.84,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,967,122337,12403,104904,Urbanos,Nuevo Leon,Cadereyta Jimenez,19,9,342,0.736,ALTO,20.5,3491.1,0.84,0.59,0.804
19010,LAGUNA EL CARMEN,1,0,0,6,16.4,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lagunas de estabilizacion,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,968,104478,2810,103153,Urbanos,Nuevo Leon,El Carmen,19,10,360,0.733,ALTO,17.2,2705.8,0.868,0.594,0.765
19011,LAGUNA CERRALVO,1,1779,6860,6,25.22,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lagunas de estabilizacion,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,969,7340,1207,6739,Semiurbanos,Nuevo Leon,Cerralvo,19,11,656,0.699,MEDIO,20,2907.6,0.845,0.521,0.776
19012,LAGUNA CIENEGA DE FLORES,1,0,0,6,6.42,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lagunas de estabilizacion,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,970,68747,2762,68266,Urbanos,Nuevo Leon,Cienega de Flores,19,12,475,0.718,ALTO,19.1,3477.2,0.852,0.541,0.803
19013,PTAR CHINA,1,18983,44741,6,7.71,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,971,9930,1777,8264,Semiurbanos,Nuevo Leon,China,19,13,774,0.688,MEDIO,23.9,3295.5,0.811,0.505,0.795
19014,LAGUNA DR. ARROYO,1,0,0,6,11.54,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lagunas de estabilizacion,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,972,36088,5646,11822,Semiurbanos,Nuevo Leon,Doctor Arroyo,19,14,1637,0.615,MEDIO,35.4,1525.3,0.714,0.48,0.679
19016,LAGUNA DR GONZALEZ,1,1622,5486,6,5.36,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lagunas de estabilizacion,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,974,3256,482,NA,Rurales,Nuevo Leon,Doctor Gonzalez,19,16,933,0.672,MEDIO,26.5,2425.8,0.789,0.514,0.749
19017,PTAR GALEANA,1,10120,24414,6,11.51,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,975,40903,6380,10387,Semiurbanos,Nuevo Leon,Galeana,19,17,1430,0.633,MEDIO,30.6,1640.5,0.754,0.487,0.69
19018,PTAR GARCIA,1,146123.75,332215.08,6,101.42,NA,NA,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Estatal,Si,Procesos industriales,No Aplica,No Aplica,No Aplica,No Aplica,Lodos activados,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,976,397205,13037,389146,Metropolitanos,Nuevo Leon,Garcia,19,18,418,0.726,ALTO,22.3,2934.9,0.825,0.595,0.778
