1. Clave de identificación ,2. Nombre de la planta de tratamiento,3. País,4. Lugar,4a. Cuencas HydroSHEDS L3,5. Clave de identificación nacional de la planta de tratamiento,6. Clave HydroWASTE,7. Año de inicio de operaciones de la planta,8. Operador PTAR,8a. Tipo de operador,"9. Tamaño
[Campo Calculado]",10. Latitude,11. Longitude,12. Latitude de la descarga,13. Longitude de la descarga ,14.Capacidad de tratamiento en litros por segundo (L/s),14a.Capacidad de tratamiento máximo (L/s),15. Caudal de operación promedio (L/s),16. Año de caudal de operación promedio,"Capacidad diseño para clasificación (L/s)
[Campo calculado]","Caudal de operación promedio para análisis (L/s)
[Campo calculado]",17a. Categorías del Proceso de tratamiento  ,17b. Subcategorías del Proceso de tratamiento  ,"Campo de clasificación de procesos de tratamiento
(RML)",18. Detalles del proceso de tratamiento ,19. Estado,20. Destino del agua residual,20a. Categoría de destino,21. Se aprovecha el biogás?,22. Disposición de lodos o fangos resultado del tratamiento,23. Volumen de lodos o fangos (L/s),24. Volumen reutilizado,25. Destino o tipo de uso,27 Notas,28. Fuente de la información,29. Año de información ,30. Fecha de ingreso ,"Observaciones al registro: 
""<Tipo><Fecha> <Iniciales> <Comentario>"":
[INFO] 230725 JM Comentario",Indicador geoposición,Indicador gasto,tipo_regimen,Estado,Municipio
MEX-2294,Tayoltita,México,"TAYOLTITA, Elota, Sinaloa",771 Cuencas Vertiente Pacífico de México y América Central,4278,ND,ND,ND,,01 Microplanta o sin dato,23.86301,-106.879,ND,ND,3.5,3.5,3.2,ND,3.5,3.2,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Dren Tayoltita (100% agua residual tratada con reúso indirecto ambiental),01 Río o corriente,ND,ND,ND,ND,Dren Tayoltita (100% agua residual tratada con reúso indirecto ambiental),Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Sinaloa,Elota
MEX-2621,Lagunas de estabilización de la localidad Banderas del Águila,México,"Banderas del Águila, Durango, Durango",771 Cuencas Vertiente Pacífico de México y América Central,4943,ND,ND,ND,,01 Microplanta o sin dato,23.92361,-105.327,ND,ND,4.0,4.0,3.2,ND,4.0,3.2,02 Lagunas,02 Lagunas,,Lagunas: Anaerobia + Facultativa,05 No reportada (se asume en operación),Arroyo El Poleo,01 Río o corriente,No,,,ND,Arroyo El Poleo,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Durango,Durango
MEX-2626,Lagunas de estabilización de la localidad Nicolás Romero,México,"Nicolás Romero, Durango, Durango",771 Cuencas Vertiente Pacífico de México y América Central,4951,ND,ND,ND,,01 Microplanta o sin dato,23.79961,-104.488,ND,ND,3.8,3.8,3.2,ND,3.8,3.2,02 Lagunas,02 Lagunas,,Lagunas facultativas,05 No reportada (se asume en operación),Infiltración al terreno natural,03 Terreno,No,,,ND,Infiltración al terreno natural,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Durango,Durango
MEX-2627,Lagunas de estabilización de la localidad Parras de la Fuente,México,"Parras de la Fuente, Durango, Durango",771 Cuencas Vertiente Pacífico de México y América Central,4952,ND,ND,ND,,01 Microplanta o sin dato,24.00289,-104.525,ND,ND,5.7,5.7,3.2,ND,5.7,3.2,02 Lagunas,02 Lagunas,,Lagunas: Anaerobia + Facultativa + Maduración,05 No reportada (se asume en operación),Dren agrícola No. 4,01 Río o corriente,No,,,ND,Dren agrícola No. 4,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Durango,Durango
MEX-2590,Zacapuato,México,"Zacapuato, Cutzamala de Pinzón, Guerrero",771 Cuencas Vertiente Pacífico de México y América Central,4892,ND,ND,ND,,01 Microplanta o sin dato,18.65964,-100.606,ND,ND,3.19,3.19,3.19,ND,3.19,3.19,06 Reactor anaerobio de flujo ascendente (RAFA),06 Reactor anaerobio de flujo ascendente (RAFA),,Reactor anaerobio de flujo ascendente (RAFA),05 No reportada (se asume en operación),Rpio Bejucos,01 Río o corriente,ND,ND,ND,ND,Rpio Bejucos,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Guerrero,Cutzamala de Pinzón
MEX-0957,Granados,México,"Granados, Granados, Sonora",771 Cuencas Vertiente Pacífico de México y América Central,759,ND,ND,ND,,01 Microplanta o sin dato,29.85848,-109.301,ND,ND,2.85,2.85,3.187369,ND,2.85,3.187369,02 Lagunas,02 Lagunas,,Lagunas de Estabilización,05 No reportada (se asume en operación),Río Bavispe,01 Río o corriente,No,,,ND,Río Bavispe,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Sonora,Granados
MEX-0970,Tepache,México,"Tepache, Tepache, Sonora",771 Cuencas Vertiente Pacífico de México y América Central,793,ND,ND,ND,,01 Microplanta o sin dato,29.5306,-109.54,ND,ND,1.56,1.56,3.185018,ND,1.56,3.185018,02 Lagunas,02 Lagunas,,Lagunas de Estabilización,05 No reportada (se asume en operación),Arroyo tepache.,01 Río o corriente,No,,,ND,Arroyo tepache.,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Sonora,Tepache
MEX-1686,San Joaquín,México,"San Joaquín, San Joaquín, Querétaro",753 Golfo de México y vertiente Atlántico de América C.,2888,44095,ND,ND,,01 Microplanta o sin dato,20.90655,-99.5617,ND,ND,3.0,3.0,3.18,ND,3.0,3.18,01 Lodos activados,01 Lodos activados,,Lodos activados (convencional),05 No reportada (se asume en operación),Arroyo innominado,01 Río o corriente,ND,ND,ND,ND,Arroyo innominado,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Queretaro,San Joaquín
MEX-0942,Bacadehuachi,México,"Bacadehuachi, Bacadéhuachi, Sonora",771 Cuencas Vertiente Pacífico de México y América Central,735,ND,ND,ND,,01 Microplanta o sin dato,29.79963,-109.139,ND,ND,2.89,2.89,3.156817,ND,2.89,3.156817,02 Lagunas,02 Lagunas,,Lagunas de Estabilización,05 No reportada (se asume en operación),Río Bacadehuachi,01 Río o corriente,No,,,ND,Río Bacadehuachi,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Sonora,Bacadéhuachi
MEX-1803,Ciénega Grande,México,"Ciénega Grande, Asientos, Aguascalientes",771 Cuencas Vertiente Pacífico de México y América Central,3178,44254,ND,ND,,01 Microplanta o sin dato,22.18658,-102.023,ND,ND,6.0,6.0,3.14,ND,6.0,3.14,01 Lodos activados,01 Lodos activados,,Lodos Activados,05 No reportada (se asume en operación),Tanque El Refugio,02 Cuerpo de agua,ND,ND,ND,ND,Tanque El Refugio,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Aguascalientes,Asientos
MEX-2136,Nuevo Hogar,México,"Delta (Estación Delta), Mexicali, Baja California",772 Río Colorado,3958,ND,ND,ND,,01 Microplanta o sin dato,32.34472,-115.19,ND,ND,4.0,4.0,3.14,ND,4.0,3.14,01 Lodos activados,01 Lodos activados,,Lodos Activados (convencional),05 No reportada (se asume en operación),Dren agrícola Guerrero,01 Río o corriente,ND,ND,ND,ND,Dren agrícola Guerrero,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Baja California,Mexicali
MEX-1667,San Pedro El Saucito,México,"San Pedro o el Saucito (San Pedro El Saucito), Hermosillo, Sonora",771 Cuencas Vertiente Pacífico de México y América Central,2856,ND,ND,ND,,01 Microplanta o sin dato,29.18066,-110.886,ND,ND,15.0,15.0,3.104831,ND,15.0,3.104831,01 Lodos activados,01 Lodos activados,,Lodos Activados,05 No reportada (se asume en operación),Río Sonora San Miguel de Horcasitas.,01 Río o corriente,ND,ND,ND,ND,Río Sonora San Miguel de Horcasitas.,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Sonora,Hermosillo
MEX-1039,Abuya y Ceuta II,México,"Abuya y Ceuta Segundo (Ejido Echeverría), Culiacán, Sinaloa",771 Cuencas Vertiente Pacífico de México y América Central,1048,ND,ND,ND,,01 Microplanta o sin dato,24.24475,-107.144,ND,ND,3.1,3.1,3.1,ND,3.1,3.1,12 Otros,12.d Otros Reactor enzimático,,Reactor enzimático ,05 No reportada (se asume en operación),Dren Jacola,01 Río o corriente,ND,ND,ND,ND,Dren Jacola,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Sinaloa,Culiacán
MEX-1210,Lagunas de estabilización de la localidad El Potosí,México,"El Potosí, Poanas, Durango",771 Cuencas Vertiente Pacífico de México y América Central,1540,ND,ND,ND,,01 Microplanta o sin dato,23.92736,-104.104,ND,ND,5.9,5.9,3.1,ND,5.9,3.1,02 Lagunas,02 Lagunas,,Lagunas: Anaerobia + Facultativa + Maduración,05 No reportada (se asume en operación),Infiltración al terreno natural,03 Terreno,No,,,ND,Infiltración al terreno natural,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Durango,Poanas
MEX-1267,Mesillas,México,"Mesillas, Concordia, Sinaloa",771 Cuencas Vertiente Pacífico de México y América Central,1806,ND,ND,ND,,01 Microplanta o sin dato,23.24599,-106.048,ND,ND,3.5,3.5,3.1,ND,3.5,3.1,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Arroyo Mesillas (100% agua tratada con reúso indirecto ambiental),01 Río o corriente,ND,ND,ND,ND,Arroyo Mesillas (100% agua tratada con reúso indirecto ambiental),Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Sinaloa,Concordia
MEX-1295,Filtros precoladores de la localidad Quince de Septiembre,México,"Quince de Septiembre, Durango, Durango",771 Cuencas Vertiente Pacífico de México y América Central,1894,43540,ND,ND,,01 Microplanta o sin dato,23.95972,-104.61,ND,ND,16.0,16.0,3.1,ND,16.0,3.1,04 Biofiltros,04 Biofiltros,,Filtro rociador,05 No reportada (se asume en operación),Arroyo cercano,01 Río o corriente,ND,ND,ND,ND,Arroyo cercano,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Durango,Durango
MEX-1358,Chila de las Flores,México,"Chila, Chila, Puebla",771 Cuencas Vertiente Pacífico de México y América Central,2081,43625,ND,ND,,01 Microplanta o sin dato,17.9751,-97.8579,ND,ND,3.1,3.1,3.1,ND,3.1,3.1,06 Reactor anaerobio de flujo ascendente (RAFA),06 Reactor anaerobio de flujo ascendente (RAFA),,Reactor anaerobio de flujo ascendente (RAFA),05 No reportada (se asume en operación),Barranca sin nombre de la localidad Chila de las Flores,01 Río o corriente,ND,ND,ND,ND,Barranca sin nombre de la localidad Chila de las Flores,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Puebla,Chila
MEX-1558,Lagunas de estabilización de la localidad Colonia Hidalgo,México,"Colonia Hidalgo, Durango, Durango",771 Cuencas Vertiente Pacífico de México y América Central,2558,ND,ND,ND,,01 Microplanta o sin dato,24.14389,-104.58,ND,ND,9.7,9.7,3.1,ND,9.7,3.1,02 Lagunas,02 Lagunas,,Lagunas: Anaerobia + Facultativa + Maduración,05 No reportada (se asume en operación),Dren agrícola,01 Río o corriente,No,,,ND,Dren agrícola,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Durango,Durango
MEX-2631,Lagunas de estabilización de la localidad Primero de Mayo,México,"Primero de Mayo, Durango, Durango",771 Cuencas Vertiente Pacífico de México y América Central,4956,ND,ND,ND,,01 Microplanta o sin dato,24.01758,-104.342,ND,ND,4.6,4.6,3.1,ND,4.6,3.1,02 Lagunas,02 Lagunas,,Lagunas: Anaerobia + Facultativa + Maduración,05 No reportada (se asume en operación),Canal de riego,01 Río o corriente,No,,,ND,Canal de riego,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Durango,Durango
MEX-2632,Lagunas de estabilización de la localidad San Francisco del Manzanal,México,"San Francisco del Manzanal, Durango, Durango",771 Cuencas Vertiente Pacífico de México y América Central,4957,ND,ND,ND,,01 Microplanta o sin dato,23.87428,-104.458,ND,ND,5.8,5.8,3.1,ND,5.8,3.1,04 Biofiltros,04 Biofiltros,,Filtro rociador,05 No reportada (se asume en operación),Arroyo La Vaca,01 Río o corriente,ND,ND,ND,ND,Arroyo La Vaca,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Durango,Durango
MEX-0907,Doctor González,México,"Doctor González, Dr. González, Nuevo León",752 Río Bravo y cuencas centrales del norte de México,555,ND,ND,ND,,01 Microplanta o sin dato,25.84915,-99.9289,ND,ND,25.0,25.0,3.090411,ND,25.0,3.090411,02 Lagunas,02 Lagunas,,Lagunas de Estabilización,05 No reportada (se asume en operación),Arroyo Higueras,01 Río o corriente,No,,,ND,Arroyo Higueras,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Nuevo Leon,Dr. González
MEX-2013,Campo 30,México,"Francisco I. Madero (Campo 30), Cajeme, Sonora",771 Cuencas Vertiente Pacífico de México y América Central,3730,ND,ND,ND,,01 Microplanta o sin dato,27.47978,-110.083,ND,ND,3.45,3.45,3.048144,ND,3.45,3.048144,02 Lagunas,02 Lagunas,,Lagunas de Estabilización,05 No reportada (se asume en operación),Dren agrícola,01 Río o corriente,No,,,ND,Dren agrícola,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Sonora,Cajeme
MEX-1729,Monte La Era,México,"Tlacotepec, Zacualpan, Morelos",771 Cuencas Vertiente Pacífico de México y América Central,3014,ND,ND,ND,,01 Microplanta o sin dato,18.80353,-98.7551,ND,ND,12.0,12.0,3.04,ND,12.0,3.04,01 Lodos activados,01 Lodos activados,,Lodos Activados,05 No reportada (se asume en operación),Barranca Amatzinac,01 Río o corriente,ND,ND,ND,ND,Barranca Amatzinac,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Morelos,Zacualpan
MEX-2794,Diamante II,México,"Mérida, Mérida, Yucatán",753 Golfo de México y vertiente Atlántico de América C.,5342,ND,ND,ND,,01 Microplanta o sin dato,20.96754,-89.6244,ND,ND,6.9,6.9,3.03,ND,6.9,3.03,10 Reactor biológico,10.b Reactor biológico de membrana (RBM/MBR),,Lodos activados (MBR),05 No reportada (se asume en operación),Acuífero Península de Yucatán,ND,ND,ND,ND,ND,Acuífero Península de Yucatán,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Yucatan,Mérida
MEX-0960,Huépac,México,"Huépac, Huépac, Sonora",771 Cuencas Vertiente Pacífico de México y América Central,767,43085,ND,ND,,01 Microplanta o sin dato,29.90536,-110.217,ND,ND,2.26,2.26,3.013634,ND,2.26,3.013634,02 Lagunas,02 Lagunas,,Lagunas de Estabilización,05 No reportada (se asume en operación),Río Sonora,01 Río o corriente,No,,,ND,Río Sonora,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Sonora,Huépac
MEX-0765,Ecoparque,México,"Tijuana, Tijuana, Baja California",774 Cuencas de California y Baja California,106,ND,ND,ND,,01 Microplanta o sin dato,32.53246,-117.019,ND,ND,5.0,5.0,3,ND,5.0,3.0,04 Biofiltros,04 Biofiltros,,Filtro rociador,05 No reportada (se asume en operación),Colector,01 Río o corriente,ND,ND,ND,ND,Colector,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Baja California,Tijuana
MEX-0766,El Pescadero,México,"El Pescadero, La Paz, Baja California Sur",774 Cuencas de California y Baja California,110,42700,ND,ND,,01 Microplanta o sin dato,23.36462,-110.17,ND,ND,3.5,3.5,3,ND,3.5,3.0,01 Lodos activados,01 Lodos activados,,Lodos Activados,05 No reportada (se asume en operación),Campo Agrícola,03 Terreno,ND,ND,ND,ND,Campo Agrícola,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Baja California Sur,La Paz
MEX-0777,Cofradía de Juárez,México,"Cofradía De Juárez, Armería, Colima",771 Cuencas Vertiente Pacífico de México y América Central,147,42722,ND,ND,,01 Microplanta o sin dato,18.96154,-103.95,ND,ND,7.0,7.0,3,ND,7.0,3.0,02 Lagunas,02 Lagunas,,Lagunas: Anaerobia + Facultativa,05 No reportada (se asume en operación),Acuífero Armería-Tecomán-Periquillos,ND,No,,,ND,Acuífero Armería-Tecomán-Periquillos,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Colima,Armería
MEX-0801,La Cruz,México,"La Cruz, La Cruz, Chihuahua",752 Río Bravo y cuencas centrales del norte de México,207,42768,ND,ND,,01 Microplanta o sin dato,27.86873,-105.191,ND,ND,4.6,4.6,3,ND,4.6,3.0,02 Lagunas,02 Lagunas,,Lagunas facultativas,05 No reportada (se asume en operación),ACEQUIA LOCAL ,01 Río o corriente,No,,,ND,ACEQUIA LOCAL ,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Chihuahua,La Cruz
MEX-0809,Boquilla,México,"Boquilla de Babisas (La Boquilla de Conchos), San Francisco de Conchos, Chihuahua",752 Río Bravo y cuencas centrales del norte de México,218,ND,ND,ND,,01 Microplanta o sin dato,27.55549,-105.395,ND,ND,4.0,4.0,3,ND,4.0,3.0,02 Lagunas,02 Lagunas,,Lagunas facultativas,05 No reportada (se asume en operación),Acequia local,01 Río o corriente,No,,,ND,Acequia local,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Chihuahua,San Francisco de Conchos
MEX-0823,Lagunas de estabilización de la localidad Gabino Santillán,México,"Gabino Santillán, Durango, Durango",771 Cuencas Vertiente Pacífico de México y América Central,248,ND,ND,ND,,01 Microplanta o sin dato,23.97697,-104.581,ND,ND,6.0,6.0,3,ND,6.0,3.0,02 Lagunas,02 Lagunas,,Lagunas: Anaerobia + Facultativa,05 No reportada (se asume en operación),Dren agrícola No. 4 y riego agrícola,01 Río o corriente,No,,,ND,Dren agrícola No. 4 y riego agrícola,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Durango,Durango
MEX-0866,UNIDAD HABITACIONAL LOMAS CANTERAS,México,"Naucalpan de Juárez, Naucalpan de Juárez, México",753 Golfo de México y vertiente Atlántico de América C.,431,ND,ND,ND,,01 Microplanta o sin dato,19.4788,-99.2332,ND,ND,3.0,3.0,3,ND,3.0,3.0,01 Lodos activados,01 Lodos activados,,Lodos activados (Variantes) con Remoción de N,05 No reportada (se asume en operación),Colector Municipal,01 Río o corriente,ND,ND,ND,ND,Colector Municipal,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Mexico,Naucalpan de Juárez
MEX-0885,Estancia de los López,México,"Estancia de los López, Amatlán de Cañas, Nayarit",771 Cuencas Vertiente Pacífico de México y América Central,498,ND,ND,ND,,01 Microplanta o sin dato,20.85758,-104.432,ND,ND,4.7,4.7,3,ND,4.7,3.0,06 Reactor anaerobio de flujo ascendente (RAFA),06.1 Reactor anaerobio de flujo ascendente (RAFA) y humedal,,RAFA + Humedales,05 No reportada (se asume en operación),Dren,01 Río o corriente,ND,ND,ND,ND,Dren,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Nayarit,Amatlán de Cañas
MEX-0918,San Pedro y San Pablo Teposcolula,México,"San Pedro y San Pablo Teposcolula, San Pedro y San Pablo Teposcolula, Oaxaca",771 Cuencas Vertiente Pacífico de México y América Central,594,ND,ND,ND,,01 Microplanta o sin dato,17.51207,-97.4882,ND,ND,6.0,6.0,3,ND,6.0,3.0,02 Lagunas,02 Lagunas,,Lagunas de Estabilización,05 No reportada (se asume en operación),Arroyo sin nombre,01 Río o corriente,No,,,ND,Arroyo sin nombre,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Oaxaca,San Pedro y San Pablo Teposcolula
MEX-0982,Aquiles Serdán 1ra. Sección,México,"Poblado. Aquiles Serdán 1ra. Sección, Jalapa, Tabasco",753 Golfo de México y vertiente Atlántico de América C.,819,43115,ND,ND,,01 Microplanta o sin dato,17.82643,-92.7442,ND,ND,3.0,3.0,3,ND,3.0,3.0,02 Lagunas,02 Lagunas,,Lagunas de Estabilización,05 No reportada (se asume en operación),Arroyo el Barrial,01 Río o corriente,No,,,ND,Arroyo el Barrial,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Tabasco,Jalapa
MEX-1009,U. H. Leonardo Rodriguez A.,México,"Cabezas, Puente Nacional, Veracruz de Ignacio de la Llave",753 Golfo de México y vertiente Atlántico de América C.,933,ND,ND,ND,,01 Microplanta o sin dato,19.37761,-96.3794,ND,ND,10.0,10.0,3,ND,10.0,3.0,06 Reactor anaerobio de flujo ascendente (RAFA),06.9 Reactor anaerobio de flujo ascendente (RAFA) y FAFA,,RAFA + FAFA,05 No reportada (se asume en operación),Canal de riego No. 35,01 Río o corriente,ND,ND,ND,ND,Canal de riego No. 35,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Veracruz de Ignacio de la Llave,Puente Nacional
MEX-1016,Unidad habitacional Franco Cruz Hernández,México,"Túxpam de Rodríguez Cano, Tuxpan, Veracruz de Ignacio de la Llave",753 Golfo de México y vertiente Atlántico de América C.,945,ND,ND,ND,,01 Microplanta o sin dato,20.97178,-97.3312,ND,ND,5.0,5.0,3,ND,5.0,3.0,01 Lodos activados,01 Lodos activados,,Lodos activados (convencional),05 No reportada (se asume en operación),Laguna de Tepamacho,02 Cuerpo de agua,ND,ND,ND,ND,Laguna de Tepamacho,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Veracruz de Ignacio de la Llave,Tuxpan
MEX-1019,Unidad habitacional El Coyol,México,"Xalapa-Enríquez, Xalapa, Veracruz de Ignacio de la Llave",753 Golfo de México y vertiente Atlántico de América C.,963,ND,ND,ND,,01 Microplanta o sin dato,19.52708,-96.9226,ND,ND,5.0,5.0,3,ND,5.0,3.0,08 Tanque Imhoff,08 Tanque Imhoff,,Tanque Imhoff,05 No reportada (se asume en operación),Resumidero,01 Río o corriente,ND,ND,ND,ND,Resumidero,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Veracruz de Ignacio de la Llave,Xalapa
MEX-1024,Pensiones  Fovissste.,México,"Mérida, Mérida, Yucatán",753 Golfo de México y vertiente Atlántico de América C.,968,ND,ND,ND,,01 Microplanta o sin dato,21.00027,-89.6485,ND,ND,3.0,3.0,3,ND,3.0,3.0,01 Lodos activados,01.a Lodos activados aireación extendida,,Lodos activados (aireación extendida),05 No reportada (se asume en operación),Acuífero Península de Yucatán,ND,ND,ND,ND,ND,Acuífero Península de Yucatán,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Yucatan,Mérida
MEX-1034,Felipe Ángeles,México,"Colonia Felipe Ángeles, Villanueva, Zacatecas",771 Cuencas Vertiente Pacífico de México y América Central,1026,ND,ND,ND,,01 Microplanta o sin dato,22.54566,-102.791,ND,ND,5.0,5.0,3,ND,5.0,3.0,02 Lagunas,02 Lagunas,,Lagunas: Anaerobia + Facultativa,05 No reportada (se asume en operación),Riego agrícola,05 Reúso directo,No,,,ND,Riego agrícola,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Zacatecas,Villanueva
MEX-1115,Santiago Huajolotitlán,México,"Santiago Huajolotitlán, Santiago Huajolotitlán, Oaxaca",771 Cuencas Vertiente Pacífico de México y América Central,1214,ND,ND,ND,,01 Microplanta o sin dato,17.82665,-97.7318,ND,ND,3.0,3.0,3,ND,3.0,3.0,12 Otros,12 Otros,,Anaerobio,05 No reportada (se asume en operación),Sin información,ND,ND,ND,ND,ND,Sin información,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Oaxaca,Santiago Huajolotitlán
MEX-1116,San Marcos Arteaga,México,"San Marcos Arteaga, San Marcos Arteaga, Oaxaca",771 Cuencas Vertiente Pacífico de México y América Central,1215,ND,ND,ND,,01 Microplanta o sin dato,17.7196,-97.8611,ND,ND,3.0,3.0,3,ND,3.0,3.0,12 Otros,12 Otros,,Anaerobio,05 No reportada (se asume en operación),Río Mixteco,01 Río o corriente,ND,ND,ND,ND,Río Mixteco,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Oaxaca,San Marcos Arteaga
MEX-1149,Lagunas de estabilización de la localidad El Ciento Veinte (La Zarca),México,"El Ciento Veinte (La Zarca), Hidalgo, Durango",752 Río Bravo y cuencas centrales del norte de México,1285,ND,ND,ND,,01 Microplanta o sin dato,25.84394,-104.746,ND,ND,7.5,7.5,3,ND,7.5,3.0,02 Lagunas,02 Lagunas,,Lagunas: Anaerobia + Facultativa,05 No reportada (se asume en operación),Arroyo Las Gueras,01 Río o corriente,No,,,ND,Arroyo Las Gueras,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Durango,Hidalgo
MEX-1167,"CE.RE.SO., Texcoco",México,"Texcoco de Mora, Texcoco, México",753 Golfo de México y vertiente Atlántico de América C.,1319,ND,ND,ND,,01 Microplanta o sin dato,19.5131,-98.8344,ND,ND,3.0,3.0,3,ND,3.0,3.0,01 Lodos activados,01 Lodos activados,,Lodos activados (Variantes) con Remoción de N,05 No reportada (se asume en operación),Río coxcacuaco,01 Río o corriente,ND,ND,ND,ND,Río coxcacuaco,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Mexico,Texcoco
MEX-1171,San Francisco Tutla,México,"San Francisco Tutla, Santa Lucía del Camino, Oaxaca",771 Cuencas Vertiente Pacífico de México y América Central,1333,ND,ND,ND,,01 Microplanta o sin dato,17.0709,-96.6672,ND,ND,3.0,3.0,3,ND,3.0,3.0,03 Humedales,03 Humedales,,Humedal,05 No reportada (se asume en operación),Río Tutla,01 Río o corriente,ND,ND,ND,ND,Río Tutla,Coordenada localidad,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Oaxaca,Santa Lucía del Camino
MEX-1182,Ejido Jalapa,México,"Ejido Jalapa, Jalapa, Tabasco",753 Golfo de México y vertiente Atlántico de América C.,1359,ND,ND,ND,,01 Microplanta o sin dato,17.73148,-92.7813,ND,ND,3.0,3.0,3,ND,3.0,3.0,08 Tanque Imhoff,08 Tanque Imhoff,,Tanque Imhoff,05 No reportada (se asume en operación),Arroyo  Libertad,01 Río o corriente,ND,ND,ND,ND,Arroyo  Libertad,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Tabasco,Jalapa
MEX-1205,Lagunas es estabilización de la localidad Amado Nervo y Santa Cruz de Guadalupe,México,"Amado Nervo y Santa Cruz de Guadalupe, Nombre de Dios, Durango",771 Cuencas Vertiente Pacífico de México y América Central,1533,ND,ND,ND,,01 Microplanta o sin dato,23.84028,-104.194,ND,ND,10.7,10.7,3,ND,10.7,3.0,02 Lagunas,02 Lagunas,,Lagunas: Anaerobia + Facultativa + Maduración,05 No reportada (se asume en operación),Arroyo Carretas,01 Río o corriente,No,,,ND,Arroyo Carretas,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Durango,Nombre de Dios
MEX-1214,Josefino de Allende,México,"Allende, Jesús María, Jalisco",771 Cuencas Vertiente Pacífico de México y América Central,1552,ND,ND,ND,,01 Microplanta o sin dato,20.71067,-102.075,ND,ND,3.0,3.0,3,ND,3.0,3.0,07 Filtros anaerobios,07.a Filtros anaerobios de flujo ascendente,,Filtro anaerobio de flujo ascendente (FAFA),05 No reportada (se asume en operación),Arroyo sin nombre,01 Río o corriente,ND,ND,ND,ND,Arroyo sin nombre,Coordenada Planta,CONAGUA(2022),2020,20230608,,Sí,Sí,NA ,Jalisco,Jesús María
